,data_solicitacao,data_venda,data_pagto,valor_venda,pol_comissao,valor_comissao,estado_cliente,estado_vendedor,produto,vendedor_id
527,none,none,none,none,none,none,none,none,none,none
528,none,none,none,none,none,none,none,none,none,none
529,none,none,none,none,none,none,none,none,none,none
530,none,none,none,none,none,none,none,none,none,none
531,none,none,none,none,none,none,none,none,none,none
532,none,none,none,none,none,none,none,none,none,none
533,none,none,none,none,none,none,none,none,none,none
534,none,none,none,none,none,none,none,none,none,none
535,none,none,none,none,none,none,none,none,none,none
536,none,none,none,none,none,none,none,none,none,none
537,none,none,none,none,none,none,none,none,none,none
538,none,none,none,none,none,none,none,none,none,none
539,none,none,none,none,none,none,none,none,none,none
540,none,none,none,none,none,none,none,none,none,none
541,none,none,none,none,none,none,none,none,none,none
542,none,none,none,none,none,none,none,none,none,none
543,none,none,none,none,none,none,none,none,none,none
544,none,none,none,none,none,none,none,none,none,none
545,none,none,none,none,none,none,none,none,none,none
546,none,none,none,none,none,none,none,none,none,none
547,none,none,none,none,none,none,none,none,none,none
548,none,none,none,none,none,none,none,none,none,none
549,none,none,none,none,none,none,none,none,none,none
550,none,none,none,none,none,none,none,none,none,none
551,none,none,none,none,none,none,none,none,none,none
552,none,none,none,none,none,none,none,none,none,none
553,none,none,none,none,none,none,none,none,none,none
554,none,none,none,none,none,none,none,none,none,none
555,none,none,none,none,none,none,none,none,none,none
556,none,none,none,none,none,none,none,none,none,none
557,none,none,none,none,none,none,none,none,none,none
558,none,none,none,none,none,none,none,none,none,none
559,none,none,none,none,none,none,none,none,none,none
560,none,none,none,none,none,none,none,none,none,none
561,none,none,none,none,none,none,none,none,none,none
562,none,none,none,none,none,none,none,none,none,none
563,none,none,none,none,none,none,none,none,none,none
564,none,none,none,none,none,none,none,none,none,none
565,none,none,none,none,none,none,none,none,none,none
566,none,none,none,none,none,none,none,none,none,none
567,none,none,none,none,none,none,none,none,none,none
568,none,none,none,none,none,none,none,none,none,none
569,none,none,none,none,none,none,none,none,none,none
570,none,none,none,none,none,none,none,none,none,none
571,none,none,none,none,none,none,none,none,none,none
572,none,none,none,none,none,none,none,none,none,none
573,none,none,none,none,none,none,none,none,none,none
574,none,none,none,none,none,none,none,none,none,none
575,none,none,none,none,none,none,none,none,none,none
576,none,none,none,none,none,none,none,none,none,none
577,none,none,none,none,none,none,none,none,none,none
578,none,none,none,none,none,none,none,none,none,none
579,none,none,none,none,none,none,none,none,none,none
580,none,none,none,none,none,none,none,none,none,none
581,none,none,none,none,none,none,none,none,none,none
582,none,none,none,none,none,none,none,none,none,none
583,none,none,none,none,none,none,none,none,none,none
584,none,none,none,none,none,none,none,none,none,none
585,none,none,none,none,none,none,none,none,none,none
586,none,none,none,none,none,none,none,none,none,none
587,none,none,none,none,none,none,none,none,none,none
588,none,none,none,none,none,none,none,none,none,none
589,none,none,none,none,none,none,none,none,none,none
590,none,none,none,none,none,none,none,none,none,none
591,none,none,none,none,none,none,none,none,none,none
592,none,none,none,none,none,none,none,none,none,none
593,none,none,none,none,none,none,none,none,none,none
594,none,none,none,none,none,none,none,none,none,none
595,none,none,none,none,none,none,none,none,none,none
596,none,none,none,none,none,none,none,none,none,none
597,none,none,none,none,none,none,none,none,none,none
598,none,none,none,none,none,none,none,none,none,none
599,none,none,none,none,none,none,none,none,none,none
600,none,none,none,none,none,none,none,none,none,none
601,none,none,none,none,none,none,none,none,none,none
602,none,none,none,none,none,none,none,none,none,none
603,none,none,none,none,none,none,none,none,none,none
604,none,none,none,none,none,none,none,none,none,none
605,none,none,none,none,none,none,none,none,none,none
606,none,none,none,none,none,none,none,none,none,none
607,none,none,none,none,none,none,none,none,none,none
608,none,none,none,none,none,none,none,none,none,none
609,none,none,none,none,none,none,none,none,none,none
610,none,none,none,none,none,none,none,none,none,none
611,none,none,none,none,none,none,none,none,none,none
612,none,none,none,none,none,none,none,none,none,none
613,none,none,none,none,none,none,none,none,none,none
614,none,none,none,none,none,none,none,none,none,none
615,none,none,none,none,none,none,none,none,none,none
616,none,none,none,none,none,none,none,none,none,none
617,none,none,none,none,none,none,none,none,none,none
618,none,none,none,none,none,none,none,none,none,none
619,none,none,none,none,none,none,none,none,none,none
620,none,none,none,none,none,none,none,none,none,none
621,none,none,none,none,none,none,none,none,none,none
622,none,none,none,none,none,none,none,none,none,none
623,none,none,none,none,none,none,none,none,none,none
624,none,none,none,none,none,none,none,none,none,none
625,none,none,none,none,none,none,none,none,none,none
626,none,none,none,none,none,none,none,none,none,none
627,none,none,none,none,none,none,none,none,none,none
628,none,none,none,none,none,none,none,none,none,none
629,none,none,none,none,none,none,none,none,none,none
630,none,none,none,none,none,none,none,none,none,none
631,none,none,none,none,none,none,none,none,none,none
632,none,none,none,none,none,none,none,none,none,none
633,none,none,none,none,none,none,none,none,none,none
634,none,none,none,none,none,none,none,none,none,none
635,none,none,none,none,none,none,none,none,none,none
636,none,none,none,none,none,none,none,none,none,none
637,none,none,none,none,none,none,none,none,none,none
638,none,none,none,none,none,none,none,none,none,none
639,none,none,none,none,none,none,none,none,none,none
640,none,none,none,none,none,none,none,none,none,none
641,none,none,none,none,none,none,none,none,none,none
642,none,none,none,none,none,none,none,none,none,none
643,none,none,none,none,none,none,none,none,none,none
644,none,none,none,none,none,none,none,none,none,none
645,none,none,none,none,none,none,none,none,none,none
646,none,none,none,none,none,none,none,none,none,none
647,none,none,none,none,none,none,none,none,none,none
648,none,none,none,none,none,none,none,none,none,none
649,none,none,none,none,none,none,none,none,none,none
650,none,none,none,none,none,none,none,none,none,none
651,none,none,none,none,none,none,none,none,none,none
652,none,none,none,none,none,none,none,none,none,none
653,none,none,none,none,none,none,none,none,none,none
654,none,none,none,none,none,none,none,none,none,none
655,none,none,none,none,none,none,none,none,none,none
656,none,none,none,none,none,none,none,none,none,none
657,none,none,none,none,none,none,none,none,none,none
658,none,none,none,none,none,none,none,none,none,none
659,none,none,none,none,none,none,none,none,none,none
660,none,none,none,none,none,none,none,none,none,none
661,none,none,none,none,none,none,none,none,none,none
662,none,none,none,none,none,none,none,none,none,none
663,none,none,none,none,none,none,none,none,none,none
664,none,none,none,none,none,none,none,none,none,none
665,none,none,none,none,none,none,none,none,none,none
666,none,none,none,none,none,none,none,none,none,none
667,none,none,none,none,none,none,none,none,none,none
668,none,none,none,none,none,none,none,none,none,none
669,none,none,none,none,none,none,none,none,none,none
670,none,none,none,none,none,none,none,none,none,none
671,none,none,none,none,none,none,none,none,none,none
672,none,none,none,none,none,none,none,none,none,none
673,none,none,none,none,none,none,none,none,none,none
674,none,none,none,none,none,none,none,none,none,none
675,none,none,none,none,none,none,none,none,none,none
676,none,none,none,none,none,none,none,none,none,none
677,none,none,none,none,none,none,none,none,none,none
678,none,none,none,none,none,none,none,none,none,none
679,none,none,none,none,none,none,none,none,none,none
680,none,none,none,none,none,none,none,none,none,none
681,none,none,none,none,none,none,none,none,none,none
682,none,none,none,none,none,none,none,none,none,none
683,none,none,none,none,none,none,none,none,none,none
684,none,none,none,none,none,none,none,none,none,none
685,none,none,none,none,none,none,none,none,none,none
686,none,none,none,none,none,none,none,none,none,none
687,none,none,none,none,none,none,none,none,none,none
688,none,none,none,none,none,none,none,none,none,none
689,none,none,none,none,none,none,none,none,none,none
690,none,none,none,none,none,none,none,none,none,none
691,none,none,none,none,none,none,none,none,none,none
692,none,none,none,none,none,none,none,none,none,none
693,none,none,none,none,none,none,none,none,none,none
694,none,none,none,none,none,none,none,none,none,none
695,none,none,none,none,none,none,none,none,none,none
696,none,none,none,none,none,none,none,none,none,none
697,none,none,none,none,none,none,none,none,none,none
698,none,none,none,none,none,none,none,none,none,none
699,none,none,none,none,none,none,none,none,none,none
700,none,none,none,none,none,none,none,none,none,none
701,none,none,none,none,none,none,none,none,none,none
702,none,none,none,none,none,none,none,none,none,none
703,none,none,none,none,none,none,none,none,none,none
704,none,none,none,none,none,none,none,none,none,none
705,none,none,none,none,none,none,none,none,none,none
706,none,none,none,none,none,none,none,none,none,none
707,none,none,none,none,none,none,none,none,none,none
708,none,none,none,none,none,none,none,none,none,none
709,none,none,none,none,none,none,none,none,none,none
710,none,none,none,none,none,none,none,none,none,none
711,none,none,none,none,none,none,none,none,none,none
712,none,none,none,none,none,none,none,none,none,none
713,none,none,none,none,none,none,none,none,none,none
714,none,none,none,none,none,none,none,none,none,none
715,none,none,none,none,none,none,none,none,none,none
716,none,none,none,none,none,none,none,none,none,none
717,none,none,none,none,none,none,none,none,none,none
718,none,none,none,none,none,none,none,none,none,none
719,none,none,none,none,none,none,none,none,none,none
720,none,none,none,none,none,none,none,none,none,none
721,none,none,none,none,none,none,none,none,none,none
722,none,none,none,none,none,none,none,none,none,none
723,none,none,none,none,none,none,none,none,none,none
724,none,none,none,none,none,none,none,none,none,none
725,none,none,none,none,none,none,none,none,none,none
726,none,none,none,none,none,none,none,none,none,none
727,none,none,none,none,none,none,none,none,none,none
728,none,none,none,none,none,none,none,none,none,none
729,none,none,none,none,none,none,none,none,none,none
730,none,none,none,none,none,none,none,none,none,none
731,none,none,none,none,none,none,none,none,none,none
732,none,none,none,none,none,none,none,none,none,none
733,none,none,none,none,none,none,none,none,none,none
734,none,none,none,none,none,none,none,none,none,none
735,none,none,none,none,none,none,none,none,none,none
736,none,none,none,none,none,none,none,none,none,none
737,none,none,none,none,none,none,none,none,none,none
738,none,none,none,none,none,none,none,none,none,none
739,none,none,none,none,none,none,none,none,none,none
740,none,none,none,none,none,none,none,none,none,none
741,none,none,none,none,none,none,none,none,none,none
742,none,none,none,none,none,none,none,none,none,none
743,none,none,none,none,none,none,none,none,none,none
744,none,none,none,none,none,none,none,none,none,none
745,none,none,none,none,none,none,none,none,none,none
746,none,none,none,none,none,none,none,none,none,none
747,none,none,none,none,none,none,none,none,none,none
748,none,none,none,none,none,none,none,none,none,none
749,none,none,none,none,none,none,none,none,none,none
750,none,none,none,none,none,none,none,none,none,none
751,none,none,none,none,none,none,none,none,none,none
752,none,none,none,none,none,none,none,none,none,none
753,none,none,none,none,none,none,none,none,none,none
754,none,none,none,none,none,none,none,none,none,none
755,none,none,none,none,none,none,none,none,none,none
756,none,none,none,none,none,none,none,none,none,none
757,none,none,none,none,none,none,none,none,none,none
758,none,none,none,none,none,none,none,none,none,none
759,none,none,none,none,none,none,none,none,none,none
760,none,none,none,none,none,none,none,none,none,none
761,none,none,none,none,none,none,none,none,none,none
762,none,none,none,none,none,none,none,none,none,none
763,none,none,none,none,none,none,none,none,none,none
764,none,none,none,none,none,none,none,none,none,none
765,none,none,none,none,none,none,none,none,none,none
766,none,none,none,none,none,none,none,none,none,none
767,none,none,none,none,none,none,none,none,none,none
768,none,none,none,none,none,none,none,none,none,none
769,none,none,none,none,none,none,none,none,none,none
770,none,none,none,none,none,none,none,none,none,none
771,none,none,none,none,none,none,none,none,none,none
772,none,none,none,none,none,none,none,none,none,none
773,none,none,none,none,none,none,none,none,none,none
774,none,none,none,none,none,none,none,none,none,none
775,none,none,none,none,none,none,none,none,none,none
776,none,none,none,none,none,none,none,none,none,none
777,none,none,none,none,none,none,none,none,none,none
778,none,none,none,none,none,none,none,none,none,none
779,none,none,none,none,none,none,none,none,none,none
780,none,none,none,none,none,none,none,none,none,none
781,none,none,none,none,none,none,none,none,none,none
782,none,none,none,none,none,none,none,none,none,none
783,none,none,none,none,none,none,none,none,none,none
784,none,none,none,none,none,none,none,none,none,none
785,none,none,none,none,none,none,none,none,none,none
786,none,none,none,none,none,none,none,none,none,none
787,none,none,none,none,none,none,none,none,none,none
788,none,none,none,none,none,none,none,none,none,none
789,none,none,none,none,none,none,none,none,none,none
790,none,none,none,none,none,none,none,none,none,none
791,none,none,none,none,none,none,none,none,none,none
792,none,none,none,none,none,none,none,none,none,none
793,none,none,none,none,none,none,none,none,none,none
794,none,none,none,none,none,none,none,none,none,none
795,none,none,none,none,none,none,none,none,none,none
796,none,none,none,none,none,none,none,none,none,none
797,none,none,none,none,none,none,none,none,none,none
798,none,none,none,none,none,none,none,none,none,none
799,none,none,none,none,none,none,none,none,none,none
800,none,none,none,none,none,none,none,none,none,none
801,none,none,none,none,none,none,none,none,none,none
802,none,none,none,none,none,none,none,none,none,none
803,none,none,none,none,none,none,none,none,none,none
804,none,none,none,none,none,none,none,none,none,none
805,none,none,none,none,none,none,none,none,none,none
806,none,none,none,none,none,none,none,none,none,none
807,none,none,none,none,none,none,none,none,none,none
808,none,none,none,none,none,none,none,none,none,none
809,none,none,none,none,none,none,none,none,none,none
810,none,none,none,none,none,none,none,none,none,none
811,none,none,none,none,none,none,none,none,none,none
812,none,none,none,none,none,none,none,none,none,none
813,none,none,none,none,none,none,none,none,none,none
814,none,none,none,none,none,none,none,none,none,none
815,none,none,none,none,none,none,none,none,none,none
816,none,none,none,none,none,none,none,none,none,none
817,none,none,none,none,none,none,none,none,none,none
818,none,none,none,none,none,none,none,none,none,none
819,none,none,none,none,none,none,none,none,none,none
820,none,none,none,none,none,none,none,none,none,none
821,none,none,none,none,none,none,none,none,none,none
822,none,none,none,none,none,none,none,none,none,none
823,none,none,none,none,none,none,none,none,none,none
824,none,none,none,none,none,none,none,none,none,none
825,none,none,none,none,none,none,none,none,none,none
826,none,none,none,none,none,none,none,none,none,none
827,none,none,none,none,none,none,none,none,none,none
828,none,none,none,none,none,none,none,none,none,none
829,none,none,none,none,none,none,none,none,none,none
830,none,none,none,none,none,none,none,none,none,none
831,none,none,none,none,none,none,none,none,none,none
832,none,none,none,none,none,none,none,none,none,none
833,none,none,none,none,none,none,none,none,none,none
834,none,none,none,none,none,none,none,none,none,none
835,none,none,none,none,none,none,none,none,none,none
836,none,none,none,none,none,none,none,none,none,none
837,none,none,none,none,none,none,none,none,none,none
838,none,none,none,none,none,none,none,none,none,none
839,none,none,none,none,none,none,none,none,none,none
840,none,none,none,none,none,none,none,none,none,none
841,none,none,none,none,none,none,none,none,none,none
842,none,none,none,none,none,none,none,none,none,none
843,none,none,none,none,none,none,none,none,none,none
844,none,none,none,none,none,none,none,none,none,none
845,none,none,none,none,none,none,none,none,none,none
846,none,none,none,none,none,none,none,none,none,none
847,none,none,none,none,none,none,none,none,none,none
848,none,none,none,none,none,none,none,none,none,none
849,none,none,none,none,none,none,none,none,none,none
850,none,none,none,none,none,none,none,none,none,none
851,none,none,none,none,none,none,none,none,none,none
852,none,none,none,none,none,none,none,none,none,none
853,none,none,none,none,none,none,none,none,none,none
854,none,none,none,none,none,none,none,none,none,none
855,none,none,none,none,none,none,none,none,none,none
856,none,none,none,none,none,none,none,none,none,none
857,none,none,none,none,none,none,none,none,none,none
858,none,none,none,none,none,none,none,none,none,none
859,none,none,none,none,none,none,none,none,none,none
860,none,none,none,none,none,none,none,none,none,none
861,none,none,none,none,none,none,none,none,none,none
862,none,none,none,none,none,none,none,none,none,none
863,none,none,none,none,none,none,none,none,none,none
864,none,none,none,none,none,none,none,none,none,none
865,none,none,none,none,none,none,none,none,none,none
866,none,none,none,none,none,none,none,none,none,none
867,none,none,none,none,none,none,none,none,none,none
868,none,none,none,none,none,none,none,none,none,none
869,none,none,none,none,none,none,none,none,none,none
870,none,none,none,none,none,none,none,none,none,none
871,none,none,none,none,none,none,none,none,none,none
872,none,none,none,none,none,none,none,none,none,none
873,none,none,none,none,none,none,none,none,none,none
874,none,none,none,none,none,none,none,none,none,none
875,none,none,none,none,none,none,none,none,none,none
876,none,none,none,none,none,none,none,none,none,none
877,none,none,none,none,none,none,none,none,none,none
878,none,none,none,none,none,none,none,none,none,none
879,none,none,none,none,none,none,none,none,none,none
880,none,none,none,none,none,none,none,none,none,none
881,none,none,none,none,none,none,none,none,none,none
882,none,none,none,none,none,none,none,none,none,none
883,none,none,none,none,none,none,none,none,none,none
884,none,none,none,none,none,none,none,none,none,none
885,none,none,none,none,none,none,none,none,none,none
886,none,none,none,none,none,none,none,none,none,none
887,none,none,none,none,none,none,none,none,none,none
888,none,none,none,none,none,none,none,none,none,none
889,none,none,none,none,none,none,none,none,none,none
890,none,none,none,none,none,none,none,none,none,none
891,none,none,none,none,none,none,none,none,none,none
892,none,none,none,none,none,none,none,none,none,none
893,none,none,none,none,none,none,none,none,none,none
894,none,none,none,none,none,none,none,none,none,none
895,none,none,none,none,none,none,none,none,none,none
896,none,none,none,none,none,none,none,none,none,none
897,none,none,none,none,none,none,none,none,none,none
898,none,none,none,none,none,none,none,none,none,none
899,none,none,none,none,none,none,none,none,none,none
900,none,none,none,none,none,none,none,none,none,none
901,none,none,none,none,none,none,none,none,none,none
902,none,none,none,none,none,none,none,none,none,none
903,none,none,none,none,none,none,none,none,none,none
904,none,none,none,none,none,none,none,none,none,none
905,none,none,none,none,none,none,none,none,none,none
906,none,none,none,none,none,none,none,none,none,none
907,none,none,none,none,none,none,none,none,none,none
908,none,none,none,none,none,none,none,none,none,none
909,none,none,none,none,none,none,none,none,none,none
910,none,none,none,none,none,none,none,none,none,none
911,none,none,none,none,none,none,none,none,none,none
912,none,none,none,none,none,none,none,none,none,none
913,none,none,none,none,none,none,none,none,none,none
914,none,none,none,none,none,none,none,none,none,none
915,none,none,none,none,none,none,none,none,none,none
916,none,none,none,none,none,none,none,none,none,none
917,none,none,none,none,none,none,none,none,none,none
918,none,none,none,none,none,none,none,none,none,none
919,none,none,none,none,none,none,none,none,none,none
920,none,none,none,none,none,none,none,none,none,none
921,none,none,none,none,none,none,none,none,none,none
922,none,none,none,none,none,none,none,none,none,none
923,none,none,none,none,none,none,none,none,none,none
924,none,none,none,none,none,none,none,none,none,none
925,none,none,none,none,none,none,none,none,none,none
926,none,none,none,none,none,none,none,none,none,none
927,none,none,none,none,none,none,none,none,none,none
928,none,none,none,none,none,none,none,none,none,none
929,none,none,none,none,none,none,none,none,none,none
930,none,none,none,none,none,none,none,none,none,none
931,none,none,none,none,none,none,none,none,none,none
932,none,none,none,none,none,none,none,none,none,none
933,none,none,none,none,none,none,none,none,none,none
934,none,none,none,none,none,none,none,none,none,none
935,none,none,none,none,none,none,none,none,none,none
936,none,none,none,none,none,none,none,none,none,none
937,none,none,none,none,none,none,none,none,none,none
938,none,none,none,none,none,none,none,none,none,none
939,none,none,none,none,none,none,none,none,none,none
940,none,none,none,none,none,none,none,none,none,none
941,none,none,none,none,none,none,none,none,none,none
942,none,none,none,none,none,none,none,none,none,none
943,none,none,none,none,none,none,none,none,none,none
944,none,none,none,none,none,none,none,none,none,none
945,none,none,none,none,none,none,none,none,none,none
946,none,none,none,none,none,none,none,none,none,none
947,none,none,none,none,none,none,none,none,none,none
948,none,none,none,none,none,none,none,none,none,none
949,none,none,none,none,none,none,none,none,none,none
950,none,none,none,none,none,none,none,none,none,none
951,none,none,none,none,none,none,none,none,none,none
952,none,none,none,none,none,none,none,none,none,none
953,none,none,none,none,none,none,none,none,none,none
954,none,none,none,none,none,none,none,none,none,none
955,none,none,none,none,none,none,none,none,none,none
956,none,none,none,none,none,none,none,none,none,none
957,none,none,none,none,none,none,none,none,none,none
958,none,none,none,none,none,none,none,none,none,none
959,none,none,none,none,none,none,none,none,none,none
960,none,none,none,none,none,none,none,none,none,none
961,none,none,none,none,none,none,none,none,none,none
962,none,none,none,none,none,none,none,none,none,none
963,none,none,none,none,none,none,none,none,none,none
964,none,none,none,none,none,none,none,none,none,none
965,none,none,none,none,none,none,none,none,none,none
966,none,none,none,none,none,none,none,none,none,none
967,none,none,none,none,none,none,none,none,none,none
968,none,none,none,none,none,none,none,none,none,none
969,none,none,none,none,none,none,none,none,none,none
970,none,none,none,none,none,none,none,none,none,none
971,none,none,none,none,none,none,none,none,none,none
972,none,none,none,none,none,none,none,none,none,none
973,none,none,none,none,none,none,none,none,none,none
974,none,none,none,none,none,none,none,none,none,none
975,none,none,none,none,none,none,none,none,none,none
976,none,none,none,none,none,none,none,none,none,none
977,none,none,none,none,none,none,none,none,none,none
978,none,none,none,none,none,none,none,none,none,none
979,none,none,none,none,none,none,none,none,none,none
980,none,none,none,none,none,none,none,none,none,none
981,none,none,none,none,none,none,none,none,none,none
982,none,none,none,none,none,none,none,none,none,none
983,none,none,none,none,none,none,none,none,none,none
984,none,none,none,none,none,none,none,none,none,none
985,none,none,none,none,none,none,none,none,none,none
986,none,none,none,none,none,none,none,none,none,none
987,none,none,none,none,none,none,none,none,none,none
988,none,none,none,none,none,none,none,none,none,none
989,none,none,none,none,none,none,none,none,none,none
990,none,none,none,none,none,none,none,none,none,none
991,none,none,none,none,none,none,none,none,none,none
992,none,none,none,none,none,none,none,none,none,none
993,none,none,none,none,none,none,none,none,none,none
994,none,none,none,none,none,none,none,none,none,none
995,none,none,none,none,none,none,none,none,none,none
996,none,none,none,none,none,none,none,none,none,none
997,none,none,none,none,none,none,none,none,none,none
998,none,none,none,none,none,none,none,none,none,none
